-74.017190, 40.833413,B,FALSE,G,1,3
-74.017190, 40.834602,B,FALSE,G,2,1,2
-74.017190, 40.835790,B,FALSE,G,4,1,3,4,2
-74.017190, 40.836978,B,FALSE,G,1,1
-74.017190, 40.838166,B,FALSE,G,1,3
-74.017190, 40.839355,B,FALSE,G,5,1,3,4,2,3
-74.017190, 40.840543,B,FALSE,G,3,4,3,3
-74.017190, 40.841731,B,FALSE,G,3,4,2,3
-74.017190, 40.842920,B,FALSE,G,1,3
-74.017190, 40.844108,B,FALSE,G,2,3,4
-74.017190, 40.845296,B,FALSE,G,3,2,1,4
-74.017190, 40.846485,B,FALSE,G,4,3,2,1,2
-74.017190, 40.847673,B,FALSE,G,2,2,1
-74.017190, 40.848861,B,FALSE,G,3,2,4,2
-74.017190, 40.850050,B,FALSE,G,3,1,1,3
-74.017190, 40.851238,B,FALSE,G,5,3,2,3,3,2
-74.017190, 40.852426,B,FALSE,G,3,2,4,4
-74.017190, 40.853614,B,FALSE,G,2,1,4
-74.017190, 40.854803,B,FALSE,G,4,2,4,2,4
-74.017190, 40.855991,B,FALSE,G,1,3
-74.017190, 40.857179,B,FALSE,G,5,2,4,3,3,4
-74.017190, 40.858368,B,FALSE,G,1,2
-74.017190, 40.859556,B,FALSE,G,4,4,4,4,4
-74.017190, 40.860744,B,FALSE,G,5,4,1,2,3,2
-74.017190, 40.861933,B,FALSE,G,3,3,2,1
-74.017190, 40.863121,B,FALSE,G,1,1
-74.017190, 40.864309,B,FALSE,G,3,2,2,2
-74.017190, 40.865498,B,FALSE,G,3,3,3,4
-74.017190, 40.866686,B,FALSE,G,4,4,1,3,2
-74.017190, 40.867874,B,FALSE,G,3,1,1,4
-74.017190, 40.869062,B,FALSE,G,2,2,3
-74.017190, 40.870251,B,FALSE,G,2,1,3
-74.017190, 40.871439,B,FALSE,G,2,2,1
-74.017190, 40.872627,B,FALSE,G,5,4,4,3,2,2
-74.017190, 40.873816,B,FALSE,G,4,1,1,1,2
-74.012558, 40.700323,W,FALSE,G,1,1
-74.012558, 40.701511,W,FALSE,G,3,2,4,3
-74.012558, 40.702700,W,FALSE,G,4,1,2,2,2
-74.012558, 40.703888,W,FALSE,G,3,4,1,4
-74.012558, 40.705076,W,FALSE,G,1,4
-74.012558, 40.706265,W,FALSE,G,3,3,1,2
-74.012558, 40.707453,W,FALSE,G,3,4,1,4
-74.012558, 40.708641,W,FALSE,G,2,2,4
-74.012558, 40.709829,W,FALSE,G,1,3
-74.012558, 40.711018,W,FALSE,G,3,1,3,4
-74.012558, 40.712206,W,FALSE,G,5,3,3,2,1,4
-74.012558, 40.713394,W,FALSE,G,4,4,4,4,2
-74.012558, 40.714583,W,FALSE,G,3,1,3,2
-74.012558, 40.715771,W,FALSE,G,1,4
-74.012558, 40.716959,W,FALSE,G,4,2,3,2,1
-74.012558, 40.718148,W,FALSE,G,2,4,2
-74.012558, 40.719336,W,FALSE,G,2,1,4
-74.012558, 40.720524,W,FALSE,G,4,1,4,3,1
-74.012558, 40.721713,W,FALSE,G,4,4,2,4,2
-74.012558, 40.722901,W,FALSE,G,5,1,1,1,3,1
-74.012558, 40.724089,W,FALSE,G,1,4
-74.012558, 40.725277,W,FALSE,G,2,3,2
-74.012558, 40.726466,W,FALSE,G,2,3,1
-74.012558, 40.727654,W,FALSE,G,3,3,3,2
-74.012558, 40.728842,W,FALSE,G,5,4,4,2,4,1
-74.012558, 40.730031,W,FALSE,G,3,1,2,1
-74.012558, 40.731219,W,FALSE,G,4,1,3,3,1
-74.012558, 40.732407,B,FALSE,G,2,2,1
-74.012558, 40.733596,B,FALSE,G,1,2
-74.012558, 40.734784,B,FALSE,G,2,2,2
-74.012558, 40.735972,B,FALSE,G,5,3,4,2,4,1
-74.012558, 40.737160,B,FALSE,G,1,4
-74.012558, 40.738349,B,FALSE,G,4,1,4,1,1
-74.012558, 40.739537,B,FALSE,G,5,1,3,2,4,4
-74.012558, 40.740725,B,FALSE,G,5,4,4,1,1,4
-74.012558, 40.741914,B,FALSE,G,2,2,4
-74.012558, 40.743102,B,FALSE,G,4,1,1,3,1
-74.012558, 40.744290,B,FALSE,G,1,1
-74.012558, 40.745479,B,FALSE,G,1,2
-74.012558, 40.746667,B,FALSE,G,3,2,2,3
-74.012558, 40.747855,B,FALSE,G,5,4,2,3,2,1
-74.012558, 40.749044,B,FALSE,G,1,3
-74.012558, 40.750232,B,FALSE,G,5,2,3,3,1,2
-74.012558, 40.751420,B,FALSE,G,4,4,3,4,4
-74.012558, 40.752608,B,FALSE,G,4,2,1,3,3
-74.012558, 40.753797,B,FALSE,G,3,4,4,3
-74.012558, 40.754985,B,FALSE,G,1,2
-74.012558, 40.756173,B,FALSE,G,1,4
-74.012558, 40.757362,B,FALSE,G,2,2,2
-74.012558, 40.758550,B,FALSE,G,4,2,2,4,4
-74.012558, 40.759738,B,FALSE,G,3,2,2,3
-74.012558, 40.760927,B,FALSE,G,4,3,2,2,3
-74.012558, 40.762115,B,FALSE,G,4,4,2,3,1
-74.012558, 40.763303,B,FALSE,G,2,1,4
-74.012558, 40.764492,B,FALSE,G,1,2
-74.012558, 40.765680,B,FALSE,G,2,4,2
-74.012558, 40.766868,B,FALSE,G,4,2,1,2,4
-74.012558, 40.768056,B,FALSE,G,2,3,2
-74.012558, 40.769245,B,FALSE,G,4,2,4,3,4
-74.012558, 40.770433,B,FALSE,G,4,1,4,1,4
-74.012558, 40.771621,B,FALSE,G,4,4,1,1,3
-74.012558, 40.772810,B,FALSE,G,3,2,1,3
-74.012558, 40.773998,B,FALSE,G,2,1,1
-74.012558, 40.775186,B,FALSE,G,4,1,2,1,2
-74.012558, 40.776375,B,FALSE,G,2,4,4
-74.012558, 40.777563,B,FALSE,G,5,4,4,3,3,4
-74.012558, 40.778751,B,FALSE,G,4,2,1,3,1
-74.012558, 40.779940,B,FALSE,G,4,4,1,1,3
-74.012558, 40.781128,B,FALSE,G,2,4,4
-74.012558, 40.782316,B,FALSE,G,1,4
-74.012558, 40.783504,B,FALSE,G,1,4
-74.012558, 40.784693,B,FALSE,G,2,1,4
-74.012558, 40.785881,B,FALSE,G,4,3,4,4,4
-74.012558, 40.787069,B,FALSE,G,4,3,2,1,2
-74.012558, 40.788258,B,FALSE,G,3,3,4,3
-74.012558, 40.789446,B,FALSE,G,3,3,4,2
-74.012558, 40.790634,B,FALSE,G,5,4,2,1,1,4
-74.012558, 40.791823,B,FALSE,G,5,3,1,2,3,2
-74.012558, 40.793011,B,FALSE,G,4,4,1,4,2
-74.012558, 40.794199,B,FALSE,G,2,4,3
-74.012558, 40.795387,B,FALSE,G,4,1,1,2,2
-74.012558, 40.796576,B,FALSE,G,5,3,4,1,2,4
-74.012558, 40.797764,B,FALSE,G,3,4,3,2
-74.012558, 40.798952,B,FALSE,G,2,2,1
-74.012558, 40.800141,B,FALSE,G,5,2,1,1,2,1
-74.012558, 40.801329,B,FALSE,G,5,3,2,1,2,3
-74.012558, 40.802517,B,FALSE,G,4,4,2,4,3
-74.012558, 40.803706,B,FALSE,G,2,3,4
-74.012558, 40.804894,B,FALSE,G,2,3,3
-74.012558, 40.806082,B,FALSE,G,3,1,1,2
-74.012558, 40.807271,B,FALSE,G,5,1,4,3,4,3
-74.012558, 40.808459,B,FALSE,G,5,4,3,1,3,2
-74.012558, 40.809647,B,FALSE,G,4,3,1,2,3
-74.012558, 40.810835,B,FALSE,G,1,1
-74.012558, 40.812024,B,FALSE,G,3,3,3,2
-74.012558, 40.813212,B,FALSE,G,1,2
-74.012558, 40.814400,B,FALSE,G,1,3
-74.012558, 40.815589,B,FALSE,G,2,3,3
-74.012558, 40.816777,B,FALSE,G,2,3,2
-74.012558, 40.817965,B,FALSE,G,1,3
-74.012558, 40.819154,B,FALSE,G,2,1,3
-74.012558, 40.820342,B,FALSE,G,5,4,3,3,3,2
-74.012558, 40.821530,B,FALSE,G,4,1,1,3,2
-74.012558, 40.822719,B,FALSE,G,4,4,1,1,1
-74.012558, 40.823907,B,FALSE,G,1,2
-74.012558, 40.825095,B,FALSE,G,3,4,3,1
-74.012558, 40.826283,B,FALSE,G,5,1,2,1,3,3
-74.012558, 40.827472,B,FALSE,G,3,1,4,3
-74.012558, 40.828660,B,FALSE,G,5,1,2,4,1,4
-74.012558, 40.829848,B,FALSE,G,3,4,1,2
-74.012558, 40.831037,B,FALSE,G,4,4,1,1,4
-74.012558, 40.832225,B,FALSE,G,5,3,1,2,1,3
-74.012558, 40.833413,B,FALSE,G,4,2,1,3,1
-74.012558, 40.834602,B,FALSE,G,5,4,2,4,3,1
-74.012558, 40.835790,B,FALSE,G,2,3,3
-74.012558, 40.836978,B,FALSE,G,5,1,2,1,3,3
-74.012558, 40.838166,B,FALSE,G,4,2,3,4,2
-74.012558, 40.839355,B,FALSE,G,4,4,4,2,4
-74.012558, 40.840543,B,FALSE,G,2,4,4
-74.012558, 40.841731,B,FALSE,G,4,3,3,4,1
-74.012558, 40.842920,B,FALSE,G,1,4
-74.012558, 40.844108,B,FALSE,G,1,3
-74.012558, 40.845296,B,FALSE,G,1,2
-74.012558, 40.846485,B,FALSE,G,3,1,1,1
-74.012558, 40.847673,B,FALSE,G,2,2,2
-74.012558, 40.848861,B,FALSE,G,2,2,3
-74.012558, 40.850050,B,FALSE,G,1,3
-74.012558, 40.851238,B,FALSE,G,2,4,1
-74.012558, 40.852426,B,FALSE,G,5,4,3,3,4,3
-74.012558, 40.853614,B,FALSE,G,4,2,2,2,4
-74.012558, 40.854803,B,FALSE,G,2,3,4
-74.012558, 40.855991,B,FALSE,G,2,4,3
-74.012558, 40.857179,B,FALSE,G,2,3,1
-74.012558, 40.858368,B,FALSE,G,5,4,2,4,1,2
-74.012558, 40.859556,B,FALSE,G,2,2,2
-74.012558, 40.860744,B,FALSE,G,5,4,1,1,4,1
-74.012558, 40.861933,B,FALSE,G,2,2,2
-74.012558, 40.863121,B,FALSE,G,2,4,1
-74.012558, 40.864309,B,FALSE,G,4,3,1,2,1
-74.012558, 40.865498,B,FALSE,G,3,4,3,2
-74.012558, 40.866686,B,FALSE,G,1,4
-74.012558, 40.867874,B,FALSE,G,3,2,2,2
-74.012558, 40.869062,B,FALSE,G,3,4,4,1
-74.012558, 40.870251,B,FALSE,G,5,2,1,3,3,2
-74.012558, 40.871439,B,FALSE,G,5,2,4,2,2,1
-74.012558, 40.872627,B,FALSE,G,2,3,4
-74.012558, 40.873816,B,FALSE,G,1,1
-74.007926, 40.700323,W,FALSE,G,1,1
-74.007926, 40.701511,W,FALSE,G,2,1,4
-74.007926, 40.702700,W,FALSE,G,3,1,3,3
-74.007926, 40.703888,W,FALSE,G,2,2,3
-74.007926, 40.705076,W,FALSE,G,3,1,2,4
-74.007926, 40.706265,W,FALSE,G,2,4,2
-74.007926, 40.707453,W,FALSE,G,5,4,3,2,2,4
-74.007926, 40.708641,W,FALSE,G,3,4,1,2
-74.007926, 40.709829,W,FALSE,G,4,3,2,4,4
-74.007926, 40.711018,W,FALSE,G,5,3,3,1,2,2
-74.007926, 40.712206,W,FALSE,G,3,3,3,2
-74.007926, 40.713394,W,FALSE,G,4,3,2,1,3
-74.007926, 40.714583,W,FALSE,G,5,1,2,2,4,3
-74.007926, 40.715771,W,FALSE,G,5,4,1,1,4,4
-74.007926, 40.716959,W,FALSE,G,3,1,2,4
-74.007926, 40.718148,W,FALSE,G,1,1
-74.007926, 40.719336,W,FALSE,G,3,3,1,3
-74.007926, 40.720524,W,FALSE,G,5,3,2,4,2,2
-74.007926, 40.721713,W,FALSE,G,1,1
-74.007926, 40.722901,W,FALSE,G,4,1,4,3,3
-74.007926, 40.724089,W,FALSE,G,5,1,4,3,1,4
-74.007926, 40.725277,W,FALSE,G,5,3,1,1,3,1
-74.007926, 40.726466,W,FALSE,G,4,3,1,2,4
-74.007926, 40.727654,B,FALSE,G,5,4,2,4,2,4
-74.007926, 40.728842,B,FALSE,G,5,2,2,2,4,2
-74.007926, 40.730031,B,FALSE,G,1,1
-74.007926, 40.731219,B,FALSE,G,2,3,1
-74.007926, 40.732407,B,FALSE,G,3,2,4,4
-74.007926, 40.733596,B,FALSE,G,5,4,4,3,3,3
-74.007926, 40.734784,B,FALSE,G,2,2,2
-74.007926, 40.735972,B,FALSE,G,4,4,2,2,2
-74.007926, 40.737160,B,FALSE,G,3,1,4,1
-74.007926, 40.738349,B,FALSE,G,1,2
-74.007926, 40.739537,B,FALSE,G,2,4,2
-74.007926, 40.740725,B,FALSE,G,1,3
-74.007926, 40.741914,B,FALSE,G,4,2,1,2,4
-74.007926, 40.743102,B,FALSE,G,3,3,3,3
-74.007926, 40.744290,B,FALSE,G,3,3,1,1
-74.007926, 40.745479,B,FALSE,G,3,4,2,2
-74.007926, 40.746667,B,FALSE,G,2,3,1
-74.007926, 40.747855,B,FALSE,G,1,2
-74.007926, 40.749044,B,FALSE,G,1,2
-74.007926, 40.750232,B,FALSE,G,1,3
-74.007926, 40.751420,B,FALSE,G,5,3,1,3,1,3
-74.007926, 40.752608,B,FALSE,G,4,3,4,3,4
-74.007926, 40.753797,B,FALSE,G,4,3,3,3,1
-74.007926, 40.754985,B,FALSE,G,1,2
-74.007926, 40.756173,B,FALSE,G,4,1,2,2,3
-74.007926, 40.757362,B,FALSE,G,2,4,3
-74.007926, 40.758550,B,FALSE,G,1,2
-74.007926, 40.759738,B,FALSE,G,3,2,2,2
-74.007926, 40.760927,B,FALSE,G,4,4,2,4,1
-74.007926, 40.762115,B,FALSE,G,3,2,3,1
-74.007926, 40.763303,B,FALSE,G,5,4,3,2,4,4
-74.007926, 40.764492,B,FALSE,G,5,4,2,4,4,2
-74.007926, 40.765680,B,FALSE,G,2,2,2
-74.007926, 40.766868,B,FALSE,G,1,1
-74.007926, 40.768056,B,FALSE,G,5,3,4,4,1,4
-74.007926, 40.769245,B,FALSE,G,3,4,3,2
-74.007926, 40.770433,B,FALSE,G,4,2,2,4,3
-74.007926, 40.771621,B,FALSE,G,5,1,2,4,4,3
-74.007926, 40.772810,B,FALSE,G,2,3,1
-74.007926, 40.773998,B,FALSE,G,1,2
-74.007926, 40.775186,B,FALSE,G,5,1,2,4,1,2
-74.007926, 40.776375,B,FALSE,G,3,2,1,3
-74.007926, 40.777563,B,FALSE,G,1,1
-74.007926, 40.778751,B,FALSE,G,4,4,3,2,3
-74.007926, 40.779940,B,FALSE,G,1,2
-74.007926, 40.781128,B,FALSE,G,1,3
-74.007926, 40.782316,B,FALSE,G,5,4,3,1,1,4
-74.007926, 40.783504,B,FALSE,G,2,2,1
-74.007926, 40.784693,B,FALSE,G,5,3,3,1,1,2
-74.007926, 40.785881,B,FALSE,G,5,2,3,3,4,3
-74.007926, 40.787069,B,FALSE,G,4,4,4,3,4
-74.007926, 40.788258,B,FALSE,G,5,3,4,4,4,4
-74.007926, 40.789446,B,FALSE,G,2,4,1
-74.007926, 40.790634,B,FALSE,G,1,2
-74.007926, 40.791823,B,FALSE,G,3,4,1,4
-74.007926, 40.793011,B,FALSE,G,3,4,3,1
-74.007926, 40.794199,B,FALSE,G,2,1,3
-74.007926, 40.795387,B,FALSE,G,3,1,4,2
-74.007926, 40.796576,B,FALSE,G,4,1,1,2,3
-74.007926, 40.797764,B,FALSE,G,3,1,1,1
-74.007926, 40.798952,B,FALSE,G,1,2
-74.007926, 40.800141,B,FALSE,G,5,3,1,3,4,4
-74.007926, 40.801329,B,FALSE,G,5,4,2,1,4,2
-74.007926, 40.802517,B,FALSE,G,3,2,4,1
-74.007926, 40.803706,B,FALSE,G,3,2,4,2
-74.007926, 40.804894,B,FALSE,G,2,1,3
-74.007926, 40.806082,B,FALSE,G,4,4,3,2,2
-74.007926, 40.807271,B,FALSE,G,4,1,2,4,2
-74.007926, 40.808459,B,FALSE,G,1,4
-74.007926, 40.809647,B,FALSE,G,3,2,2,1
-74.007926, 40.810835,B,FALSE,G,1,2
-74.007926, 40.812024,B,FALSE,G,4,3,3,2,2
-74.007926, 40.813212,B,FALSE,G,2,4,1
-74.007926, 40.814400,B,FALSE,G,1,4
-74.007926, 40.815589,B,FALSE,G,1,3
-74.007926, 40.816777,B,FALSE,G,4,1,2,4,3
-74.007926, 40.817965,B,FALSE,G,4,4,3,3,4
-74.007926, 40.819154,B,FALSE,G,4,1,4,1,2
-74.007926, 40.820342,B,FALSE,G,3,4,4,3
-74.007926, 40.821530,B,FALSE,G,4,3,3,4,1
-74.007926, 40.822719,B,FALSE,G,2,3,3
-74.007926, 40.823907,B,FALSE,G,5,3,4,4,3,4
-74.007926, 40.825095,B,FALSE,G,3,4,1,3
-74.007926, 40.826283,B,FALSE,G,2,1,1
-74.007926, 40.827472,B,FALSE,G,3,1,1,3
-74.007926, 40.828660,B,FALSE,G,1,3
-74.007926, 40.829848,B,FALSE,G,5,3,1,3,1,4
-74.007926, 40.831037,B,FALSE,G,5,3,1,1,2,4
-74.007926, 40.832225,B,FALSE,G,1,2
-74.007926, 40.833413,B,FALSE,G,1,3
-74.007926, 40.834602,B,FALSE,G,3,2,4,2
-74.007926, 40.835790,B,FALSE,G,2,2,1
-74.007926, 40.836978,B,FALSE,G,3,4,4,3
-74.007926, 40.838166,B,FALSE,G,1,2
-74.007926, 40.839355,B,FALSE,G,1,2
-74.007926, 40.840543,B,FALSE,G,4,4,2,2,1
-74.007926, 40.841731,B,FALSE,G,4,2,4,4,4
-74.007926, 40.842920,B,FALSE,G,1,4
-74.007926, 40.844108,B,FALSE,G,1,2
-74.007926, 40.845296,B,FALSE,G,4,4,2,4,2
-74.007926, 40.846485,B,FALSE,G,2,4,3
-74.007926, 40.847673,B,FALSE,G,1,1
-74.007926, 40.848861,B,FALSE,G,3,3,4,3
-74.007926, 40.850050,B,FALSE,G,5,2,2,4,4,2
-74.007926, 40.851238,B,FALSE,G,2,3,2
-74.007926, 40.852426,B,FALSE,G,1,2
-74.007926, 40.853614,B,FALSE,G,4,3,3,2,3
-74.007926, 40.854803,B,FALSE,G,1,4
-74.007926, 40.855991,B,FALSE,G,3,2,4,1
-74.007926, 40.857179,B,FALSE,G,4,1,4,3,4
-74.007926, 40.858368,B,FALSE,G,2,3,4
-74.007926, 40.859556,B,FALSE,G,1,4
-74.007926, 40.860744,B,FALSE,G,4,2,3,3,2
-74.007926, 40.861933,B,FALSE,G,4,3,2,2,4
-74.007926, 40.863121,B,FALSE,G,4,3,4,2,3
-74.007926, 40.864309,B,FALSE,G,1,3
-74.007926, 40.865498,B,FALSE,G,4,4,4,3,4
-74.007926, 40.866686,B,FALSE,G,4,3,1,2,4
-74.007926, 40.867874,B,FALSE,G,1,1
-74.007926, 40.869062,B,FALSE,G,2,1,4
-74.007926, 40.870251,B,FALSE,G,5,3,4,2,3,2
-74.007926, 40.871439,B,FALSE,G,1,3
-74.007926, 40.872627,B,FALSE,G,4,3,1,1,1
-74.007926, 40.873816,B,FALSE,G,1,1
-74.003294, 40.700323,W,FALSE,G,3,3,2,3
-74.003294, 40.701511,W,FALSE,G,5,2,2,4,3,1
-74.003294, 40.702700,W,FALSE,G,1,3
-74.003294, 40.703888,W,FALSE,G,1,4
-74.003294, 40.705076,W,FALSE,G,4,2,2,2,3
-74.003294, 40.706265,W,FALSE,G,4,1,1,4,1
-74.003294, 40.707453,W,FALSE,G,3,3,2,2
-74.003294, 40.708641,W,FALSE,G,4,1,1,4,1
-74.003294, 40.709829,W,FALSE,G,4,4,3,1,2
-74.003294, 40.711018,W,FALSE,G,1,2
-74.003294, 40.712206,W,FALSE,G,1,1
-74.003294, 40.713394,W,FALSE,G,2,4,4
-74.003294, 40.714583,W,FALSE,G,2,1,4
-74.003294, 40.715771,W,FALSE,G,3,3,3,4
-74.003294, 40.716959,W,FALSE,G,3,3,2,3
-74.003294, 40.718148,W,FALSE,G,4,2,4,2,1
-74.003294, 40.719336,W,FALSE,G,2,4,1
-74.003294, 40.720524,W,FALSE,G,2,3,1
-74.003294, 40.721713,B,FALSE,G,1,1
-74.003294, 40.722901,B,FALSE,G,5,2,4,3,1,2
-74.003294, 40.724089,B,FALSE,G,1,4
-74.003294, 40.725277,B,FALSE,G,2,3,2
-74.003294, 40.726466,B,FALSE,G,5,4,2,3,2,4
-74.003294, 40.727654,B,FALSE,G,1,4
-74.003294, 40.728842,B,FALSE,G,4,3,1,3,1
-74.003294, 40.730031,B,FALSE,G,3,3,3,3
-74.003294, 40.731219,B,FALSE,G,4,1,1,1,3
-74.003294, 40.732407,B,FALSE,G,2,1,2
-74.003294, 40.733596,B,FALSE,G,4,4,3,4,1
-74.003294, 40.734784,B,FALSE,G,3,4,3,4
-74.003294, 40.735972,B,FALSE,G,3,3,2,4
-74.003294, 40.737160,B,FALSE,G,1,3
-74.003294, 40.738349,B,FALSE,G,2,3,1
-74.003294, 40.739537,B,FALSE,G,1,3
-74.003294, 40.740725,B,FALSE,G,2,1,3
-74.003294, 40.741914,B,FALSE,G,4,2,2,2,3
-74.003294, 40.743102,B,FALSE,G,5,1,4,1,3,3
-74.003294, 40.744290,B,FALSE,G,2,2,1
-74.003294, 40.745479,B,FALSE,G,5,3,2,2,2,2
-74.003294, 40.746667,B,FALSE,G,2,2,3
-74.003294, 40.747855,B,FALSE,G,1,3
-74.003294, 40.749044,B,FALSE,G,4,1,3,2,1
-74.003294, 40.750232,B,FALSE,G,2,3,3
